[2025-12-19 17:57:07.855336] Comen ant entrenament de la xarxa.
Neurones d'entrada: 2
Neurones de capes ocultes: 16
Capes ocultes: 2
Neurones de sortida: 1
Taxa d'aprenentatge: 0.001
Deca ment de pesos: 0.0001
Funci  de p rdua: Binary Cross Entropy Loss
Optimitzador: Adam
 poques: 200
[2025-12-19 17:57:08.142993]  poca 01   train loss: 0.4540   val loss: 0.4140
 poca 2657   train loss: 0.1184   val loss: 0.1173
 poca 2658   train loss: 0.1244   val loss: 0.1173
 poca 2659   train loss: 0.1000   val loss: 0.1173
 poca 2660   train loss: 0.0744   val loss: 0.1173
 poca 2661   train loss: 0.1143   val loss: 0.1173
 poca 2662   train loss: 0.1080   val loss: 0.1173
 poca 2663   train loss: 0.0783   val loss: 0.1173
 poca 2664   train loss: 0.0913   val loss: 0.1173
 poca 2665   train loss: 0.1160   val loss: 0.1173
 poca 2666   train loss: 0.1190   val loss: 0.1173
 poca 2667   train loss: 0.1148   val loss: 0.1173
 poca 2668   train loss: 0.0951   val loss: 0.1172
 poca 2669   train loss: 0.1488   val loss: 0.1172
 poca 2670   train loss: 0.1347   val loss: 0.1172
 poca 2671   train loss: 0.0789   val loss: 0.1172
 poca 2672   train loss: 0.1585   val loss: 0.1172
 poca 2673   train loss: 0.1794   val loss: 0.1172
 poca 2674   train loss: 0.0750   val loss: 0.1172
 poca 2675   train loss: 0.0674   val loss: 0.1172
 poca 2676   train loss: 0.1658   val loss: 0.1172
 poca 2677   train loss: 0.1048   val loss: 0.1172
 poca 2678   train loss: 0.1103   val loss: 0.1172
 poca 2679   train loss: 0.1252   val loss: 0.1172
 poca 2680   train loss: 0.1271   val loss: 0.1172
 poca 2681   train loss: 0.1455   val loss: 0.1171
 poca 2682   train loss: 0.1041   val loss: 0.1171
 poca 2683   train loss: 0.1734   val loss: 0.1171
 poca 2684   train loss: 0.1014   val loss: 0.1171
 poca 2685   train loss: 0.0920   val loss: 0.1171
 poca 2686   train loss: 0.1031   val loss: 0.1171
 poca 2687   train loss: 0.1025   val loss: 0.1171
 poca 2688   train loss: 0.1091   val loss: 0.1171
 poca 2689   train loss: 0.1441   val loss: 0.1171
 poca 2690   train loss: 0.1813   val loss: 0.1171
 poca 2691   train loss: 0.1895   val loss: 0.1171
 poca 2692   train loss: 0.1173   val loss: 0.1171
 poca 2693   train loss: 0.1343   val loss: 0.1170
 poca 2694   train loss: 0.1332   val loss: 0.1170
 poca 2695   train loss: 0.1213   val loss: 0.1170
 poca 2696   train loss: 0.1207   val loss: 0.1170
 poca 2697   train loss: 0.1627   val loss: 0.1170
 poca 2698   train loss: 0.1270   val loss: 0.1170
 poca 2699   train loss: 0.1345   val loss: 0.1170
 poca 2700   train loss: 0.1335   val loss: 0.1170
 poca 2701   train loss: 0.1510   val loss: 0.1170
 poca 2702   train loss: 0.1345   val loss: 0.1170
 poca 2703   train loss: 0.1377   val loss: 0.1170
 poca 2704   train loss: 0.1531   val loss: 0.1170
 poca 2705   train loss: 0.0939   val loss: 0.1170
 poca 2706   train loss: 0.1281   val loss: 0.1169
 poca 2707   train loss: 0.1692   val loss: 0.1169
 poca 2708   train loss: 0.1461   val loss: 0.1169
 poca 2709   train loss: 0.1196   val loss: 0.1169
 poca 2710   train loss: 0.1291   val loss: 0.1169
 poca 2711   train loss: 0.1140   val loss: 0.1169
 poca 2712   train loss: 0.0867   val loss: 0.1169
 poca 2713   train loss: 0.1477   val loss: 0.1169
 poca 2714   train loss: 0.1185   val loss: 0.1169
 poca 2715   train loss: 0.1932   val loss: 0.1169
 poca 2716   train loss: 0.0824   val loss: 0.1169
 poca 2717   train loss: 0.1029   val loss: 0.1169
 poca 2718   train loss: 0.1484   val loss: 0.1169
 poca 2719   train loss: 0.1128   val loss: 0.1168
 poca 2720   train loss: 0.0921   val loss: 0.1168
 poca 2721   train loss: 0.1442   val loss: 0.1168
 poca 2722   train loss: 0.1082   val loss: 0.1168
 poca 2723   train loss: 0.1495   val loss: 0.1168
 poca 2724   train loss: 0.1487   val loss: 0.1168
 poca 2725   train loss: 0.0936   val loss: 0.1168
 poca 2726   train loss: 0.1311   val loss: 0.1168
 poca 2727   train loss: 0.1009   val loss: 0.1168
 poca 2728   train loss: 0.0730   val loss: 0.1168
 poca 2729   train loss: 0.1622   val loss: 0.1168
 poca 2730   train loss: 0.1607   val loss: 0.1168
 poca 2731   train loss: 0.0971   val loss: 0.1168
 poca 2732   train loss: 0.0874   val loss: 0.1168
 poca 2733   train loss: 0.1058   val loss: 0.1167
 poca 2734   train loss: 0.1632   val loss: 0.1167
 poca 2735   train loss: 0.1151   val loss: 0.1167
 poca 2736   train loss: 0.1203   val loss: 0.1167
 poca 2737   train loss: 0.0703   val loss: 0.1167
 poca 2738   train loss: 0.1168   val loss: 0.1167
 poca 2739   train loss: 0.1395   val loss: 0.1167
 poca 2740   train loss: 0.1095   val loss: 0.1167
 poca 2741   train loss: 0.1457   val loss: 0.1167
 poca 2742   train loss: 0.1657   val loss: 0.1167
 poca 2743   train loss: 0.1301   val loss: 0.1167
 poca 2744   train loss: 0.0877   val loss: 0.1167
 poca 2745   train loss: 0.0895   val loss: 0.1167
 poca 2746   train loss: 0.1253   val loss: 0.1167
 poca 2747   train loss: 0.1164   val loss: 0.1166
 poca 2748   train loss: 0.1015   val loss: 0.1166
 poca 2749   train loss: 0.0966   val loss: 0.1166
 poca 2750   train loss: 0.1441   val loss: 0.1166
 poca 2751   train loss: 0.1076   val loss: 0.1166
 poca 2752   train loss: 0.1010   val loss: 0.1166
 poca 2753   train loss: 0.0981   val loss: 0.1166
 poca 2754   train loss: 0.0993   val loss: 0.1166
 poca 2755   train loss: 0.1152   val loss: 0.1166
 poca 2756   train loss: 0.0795   val loss: 0.1166
 poca 2757   train loss: 0.1304   val loss: 0.1166
 poca 2758   train loss: 0.0693   val loss: 0.1166
 poca 2759   train loss: 0.1311   val loss: 0.1166
 poca 2760   train loss: 0.1056   val loss: 0.1165
 poca 2761   train loss: 0.1283   val loss: 0.1165
 poca 2762   train loss: 0.0958   val loss: 0.1165
 poca 2763   train loss: 0.1132   val loss: 0.1165
 poca 2764   train loss: 0.1230   val loss: 0.1165
 poca 2765   train loss: 0.0870   val loss: 0.1165
 poca 2766   train loss: 0.1390   val loss: 0.1165
 poca 2767   train loss: 0.0986   val loss: 0.1165
 poca 2768   train loss: 0.1051   val loss: 0.1165
 poca 2769   train loss: 0.0943   val loss: 0.1165
 poca 2770   train loss: 0.0992   val loss: 0.1165
 poca 2771   train loss: 0.1274   val loss: 0.1165
 poca 2772   train loss: 0.0863   val loss: 0.1164
 poca 2773   train loss: 0.1451   val loss: 0.1164
 poca 2774   train loss: 0.1016   val loss: 0.1164
 poca 2775   train loss: 0.0876   val loss: 0.1164
 poca 2776   train loss: 0.1220   val loss: 0.1164
 poca 2777   train loss: 0.1269   val loss: 0.1164
 poca 2778   train loss: 0.0942   val loss: 0.1164
 poca 2779   train loss: 0.0901   val loss: 0.1164
 poca 2780   train loss: 0.1172   val loss: 0.1164
 poca 2781   train loss: 0.1740   val loss: 0.1164
 poca 2782   train loss: 0.1085   val loss: 0.1164
 poca 2783   train loss: 0.1244   val loss: 0.1164
 poca 2784   train loss: 0.0874   val loss: 0.1163
 poca 2785   train loss: 0.0991   val loss: 0.1163
 poca 2786   train loss: 0.1008   val loss: 0.1163
 poca 2787   train loss: 0.0802   val loss: 0.1163
 poca 2788   train loss: 0.1192   val loss: 0.1163
 poca 2789   train loss: 0.1166   val loss: 0.1163
 poca 2790   train loss: 0.1146   val loss: 0.1163
 poca 2791   train loss: 0.1328   val loss: 0.1163
 poca 2792   train loss: 0.0654   val loss: 0.1163
 poca 2793   train loss: 0.1674   val loss: 0.1163
 poca 2794   train loss: 0.1267   val loss: 0.1163
 poca 2795   train loss: 0.1247   val loss: 0.1163
 poca 2796   train loss: 0.1381   val loss: 0.1163
 poca 2797   train loss: 0.1119   val loss: 0.1163
 poca 2798   train loss: 0.0807   val loss: 0.1163
 poca 2799   train loss: 0.1226   val loss: 0.1163
 poca 2800   train loss: 0.0992   val loss: 0.1162
 poca 2801   train loss: 0.1230   val loss: 0.1162
 poca 2802   train loss: 0.1308   val loss: 0.1162
 poca 2803   train loss: 0.1256   val loss: 0.1162
 poca 2804   train loss: 0.1008   val loss: 0.1162
 poca 2805   train loss: 0.0723   val loss: 0.1162
 poca 2806   train loss: 0.1501   val loss: 0.1162
 poca 2807   train loss: 0.0778   val loss: 0.1162
 poca 2808   train loss: 0.1264   val loss: 0.1162
 poca 2809   train loss: 0.1940   val loss: 0.1162
 poca 2810   train loss: 0.0882   val loss: 0.1162
 poca 2811   train loss: 0.1469   val loss: 0.1162
 poca 2812   train loss: 0.1335   val loss: 0.1162
 poca 2813   train loss: 0.0998   val loss: 0.1162
 poca 2814   train loss: 0.1286   val loss: 0.1162
 poca 2815   train loss: 0.0707   val loss: 0.1162
 poca 2816   train loss: 0.1309   val loss: 0.1161
 poca 2817   train loss: 0.1298   val loss: 0.1161
 poca 2818   train loss: 0.1413   val loss: 0.1161
 poca 2819   train loss: 0.1074   val loss: 0.1161
 poca 2820   train loss: 0.1475   val loss: 0.1161
 poca 2821   train loss: 0.1086   val loss: 0.1161
 poca 2822   train loss: 0.1185   val loss: 0.1161
 poca 2823   train loss: 0.1610   val loss: 0.1161
 poca 2824   train loss: 0.1396   val loss: 0.1161
 poca 2825   train loss: 0.1320   val loss: 0.1161
 poca 2826   train loss: 0.1102   val loss: 0.1161
 poca 2827   train loss: 0.1328   val loss: 0.1161
 poca 2828   train loss: 0.0930   val loss: 0.1161
 poca 2829   train loss: 0.1251   val loss: 0.1161
 poca 2830   train loss: 0.1248   val loss: 0.1160
 poca 2831   train loss: 0.1012   val loss: 0.1160
 poca 2832   train loss: 0.0950   val loss: 0.1160
 poca 2833   train loss: 0.1207   val loss: 0.1160
 poca 2834   train loss: 0.0834   val loss: 0.1160
 poca 2835   train loss: 0.0761   val loss: 0.1160
 poca 2836   train loss: 0.1076   val loss: 0.1160
 poca 2837   train loss: 0.1628   val loss: 0.1160
 poca 2838   train loss: 0.0455   val loss: 0.1160
 poca 2839   train loss: 0.1198   val loss: 0.1160
 poca 2840   train loss: 0.0746   val loss: 0.1160
 poca 2841   train loss: 0.1232   val loss: 0.1160
 poca 2842   train loss: 0.0805   val loss: 0.1160
 poca 2843   train loss: 0.1121   val loss: 0.1160
 poca 2844   train loss: 0.1043   val loss: 0.1160
 poca 2845   train loss: 0.0972   val loss: 0.1160
 poca 2846   train loss: 0.1025   val loss: 0.1159
 poca 2847   train loss: 0.1083   val loss: 0.1159
 poca 2848   train loss: 0.1000   val loss: 0.1159
 poca 2849   train loss: 0.1524   val loss: 0.1159
 poca 2850   train loss: 0.0769   val loss: 0.1159
 poca 2851   train loss: 0.1685   val loss: 0.1159
 poca 2852   train loss: 0.1069   val loss: 0.1159
 poca 2853   train loss: 0.1623   val loss: 0.1159
 poca 2854   train loss: 0.1087   val loss: 0.1159
 poca 2855   train loss: 0.1129   val loss: 0.1159
 poca 2856   train loss: 0.1041   val loss: 0.1159
 poca 2857   train loss: 0.1136   val loss: 0.1159
 poca 2858   train loss: 0.1033   val loss: 0.1159
 poca 2859   train loss: 0.0759   val loss: 0.1159
 poca 2860   train loss: 0.1143   val loss: 0.1159
 poca 2861   train loss: 0.1340   val loss: 0.1158
 poca 2862   train loss: 0.1591   val loss: 0.1158
 poca 2863   train loss: 0.0863   val loss: 0.1158
 poca 2864   train loss: 0.1146   val loss: 0.1158
 poca 2865   train loss: 0.0932   val loss: 0.1158
 poca 2866   train loss: 0.1124   val loss: 0.1158
 poca 2867   train loss: 0.1512   val loss: 0.1158
 poca 2868   train loss: 0.1020   val loss: 0.1158
 poca 2869   train loss: 0.1093   val loss: 0.1158
 poca 2870   train loss: 0.1086   val loss: 0.1158
 poca 2871   train loss: 0.0969   val loss: 0.1158
 poca 2872   train loss: 0.1141   val loss: 0.1158
 poca 2873   train loss: 0.1343   val loss: 0.1158
 poca 2874   train loss: 0.1133   val loss: 0.1157
 poca 2875   train loss: 0.1344   val loss: 0.1157
 poca 2876   train loss: 0.1378   val loss: 0.1157
 poca 2877   train loss: 0.1002   val loss: 0.1157
 poca 2878   train loss: 0.0980   val loss: 0.1157
 poca 2879   train loss: 0.0967   val loss: 0.1157
 poca 2880   train loss: 0.0975   val loss: 0.1157
 poca 2881   train loss: 0.1297   val loss: 0.1157
 poca 2882   train loss: 0.1982   val loss: 0.1157
 poca 2883   train loss: 0.1774   val loss: 0.1157
 poca 2884   train loss: 0.1383   val loss: 0.1157
 poca 2885   train loss: 0.1237   val loss: 0.1157
 poca 2886   train loss: 0.1449   val loss: 0.1157
 poca 2887   train loss: 0.1433   val loss: 0.1157
 poca 2888   train loss: 0.1106   val loss: 0.1157
 poca 2889   train loss: 0.1408   val loss: 0.1157
 poca 2890   train loss: 0.1222   val loss: 0.1157
 poca 2891   train loss: 0.1287   val loss: 0.1157
 poca 2892   train loss: 0.1153   val loss: 0.1156
 poca 2893   train loss: 0.1276   val loss: 0.1156
 poca 2894   train loss: 0.1463   val loss: 0.1156
 poca 2895   train loss: 0.1551   val loss: 0.1156
 poca 2896   train loss: 0.1539   val loss: 0.1156
 poca 2897   train loss: 0.1174   val loss: 0.1156
 poca 2898   train loss: 0.1241   val loss: 0.1156
 poca 2899   train loss: 0.1100   val loss: 0.1156
 poca 2900   train loss: 0.1010   val loss: 0.1156
 poca 2901   train loss: 0.1113   val loss: 0.1156
 poca 2902   train loss: 0.1123   val loss: 0.1156
 poca 2903   train loss: 0.0692   val loss: 0.1156
 poca 2904   train loss: 0.0880   val loss: 0.1156
 poca 2905   train loss: 0.1117   val loss: 0.1156
 poca 2906   train loss: 0.0887   val loss: 0.1156
 poca 2907   train loss: 0.0867   val loss: 0.1156
 poca 2908   train loss: 0.0810   val loss: 0.1156
 poca 2909   train loss: 0.0994   val loss: 0.1156
 poca 2910   train loss: 0.1094   val loss: 0.1156
 poca 2911   train loss: 0.0798   val loss: 0.1155
 poca 2912   train loss: 0.0960   val loss: 0.1155
 poca 2913   train loss: 0.1109   val loss: 0.1155
 poca 2914   train loss: 0.1302   val loss: 0.1155
 poca 2915   train loss: 0.1320   val loss: 0.1155
 poca 2916   train loss: 0.0992   val loss: 0.1155
 poca 2917   train loss: 0.1179   val loss: 0.1155
 poca 2918   train loss: 0.1035   val loss: 0.1155
 poca 2919   train loss: 0.1120   val loss: 0.1155
 poca 2920   train loss: 0.1154   val loss: 0.1155
 poca 2921   train loss: 0.1283   val loss: 0.1155
 poca 2922   train loss: 0.1338   val loss: 0.1155
 poca 2923   train loss: 0.0892   val loss: 0.1155
 poca 2924   train loss: 0.1630   val loss: 0.1155
 poca 2925   train loss: 0.0775   val loss: 0.1155
 poca 2926   train loss: 0.1717   val loss: 0.1155
 poca 2927   train loss: 0.1425   val loss: 0.1155
 poca 2928   train loss: 0.1494   val loss: 0.1155
 poca 2929   train loss: 0.1245   val loss: 0.1155
 poca 2930   train loss: 0.1493   val loss: 0.1155
 poca 2931   train loss: 0.1076   val loss: 0.1155
 poca 2932   train loss: 0.1335   val loss: 0.1155
 poca 2933   train loss: 0.1106   val loss: 0.1154
 poca 2934   train loss: 0.1331   val loss: 0.1154
 poca 2935   train loss: 0.1429   val loss: 0.1154
 poca 2936   train loss: 0.1084   val loss: 0.1154
 poca 2937   train loss: 0.0792   val loss: 0.1154
 poca 2938   train loss: 0.1447   val loss: 0.1154
 poca 2939   train loss: 0.1268   val loss: 0.1154
 poca 2940   train loss: 0.1124   val loss: 0.1154
 poca 2941   train loss: 0.1179   val loss: 0.1154
 poca 2942   train loss: 0.0857   val loss: 0.1154
 poca 2943   train loss: 0.1273   val loss: 0.1154
 poca 2944   train loss: 0.1217   val loss: 0.1154
 poca 2945   train loss: 0.0996   val loss: 0.1154
 poca 2946   train loss: 0.1411   val loss: 0.1154
 poca 2947   train loss: 0.1239   val loss: 0.1154
 poca 2948   train loss: 0.1037   val loss: 0.1153
 poca 2949   train loss: 0.1700   val loss: 0.1153
 poca 2950   train loss: 0.0816   val loss: 0.1153
 poca 2951   train loss: 0.0807   val loss: 0.1153
 poca 2952   train loss: 0.1595   val loss: 0.1153
 poca 2953   train loss: 0.1047   val loss: 0.1153
 poca 2954   train loss: 0.0925   val loss: 0.1153
 poca 2955   train loss: 0.1317   val loss: 0.1153
 poca 2956   train loss: 0.1323   val loss: 0.1153
 poca 2957   train loss: 0.1214   val loss: 0.1153
 poca 2958   train loss: 0.0877   val loss: 0.1153
 poca 2959   train loss: 0.1062   val loss: 0.1153
 poca 2960   train loss: 0.0929   val loss: 0.1153
 poca 2961   train loss: 0.1288   val loss: 0.1153
 poca 2962   train loss: 0.1124   val loss: 0.1153
 poca 2963   train loss: 0.1562   val loss: 0.1153
 poca 2964   train loss: 0.0749   val loss: 0.1152
 poca 2965   train loss: 0.1179   val loss: 0.1152
 poca 2966   train loss: 0.1048   val loss: 0.1152
 poca 2967   train loss: 0.1255   val loss: 0.1152
 poca 2968   train loss: 0.0940   val loss: 0.1152
 poca 2969   train loss: 0.1341   val loss: 0.1152
 poca 2970   train loss: 0.1323   val loss: 0.1152
 poca 2971   train loss: 0.1202   val loss: 0.1152
 poca 2972   train loss: 0.0775   val loss: 0.1152
 poca 2973   train loss: 0.1470   val loss: 0.1152
 poca 2974   train loss: 0.1424   val loss: 0.1152
 poca 2975   train loss: 0.1331   val loss: 0.1152
 poca 2976   train loss: 0.1536   val loss: 0.1152
 poca 2977   train loss: 0.1041   val loss: 0.1152
 poca 2978   train loss: 0.0774   val loss: 0.1152
 poca 2979   train loss: 0.1040   val loss: 0.1151
 poca 2980   train loss: 0.1118   val loss: 0.1151
 poca 2981   train loss: 0.1250   val loss: 0.1151
 poca 2982   train loss: 0.1258   val loss: 0.1151
 poca 2983   train loss: 0.0908   val loss: 0.1151
 poca 2984   train loss: 0.1150   val loss: 0.1151
 poca 2985   train loss: 0.1619   val loss: 0.1151
 poca 2986   train loss: 0.1602   val loss: 0.1151
 poca 2987   train loss: 0.1735   val loss: 0.1151
 poca 2988   train loss: 0.0936   val loss: 0.1151
 poca 2989   train loss: 0.1545   val loss: 0.1151
 poca 2990   train loss: 0.0716   val loss: 0.1151
 poca 2991   train loss: 0.1676   val loss: 0.1151
 poca 2992   train loss: 0.1019   val loss: 0.1151
 poca 2993   train loss: 0.1160   val loss: 0.1151
 poca 2994   train loss: 0.0772   val loss: 0.1151
 poca 2995   train loss: 0.1417   val loss: 0.1150
 poca 2996   train loss: 0.1058   val loss: 0.1150
 poca 2997   train loss: 0.1180   val loss: 0.1150
 poca 2998   train loss: 0.0757   val loss: 0.1150
 poca 2999   train loss: 0.0823   val loss: 0.1150
 poca 3000   train loss: 0.1220   val loss: 0.1150
 poca 3001   train loss: 0.0816   val loss: 0.1150
 poca 3002   train loss: 0.0832   val loss: 0.1150
 poca 3003   train loss: 0.1327   val loss: 0.1150
 poca 3004   train loss: 0.0848   val loss: 0.1150
 poca 3005   train loss: 0.1226   val loss: 0.1150
 poca 3006   train loss: 0.1062   val loss: 0.1150
 poca 3007   train loss: 0.1233   val loss: 0.1150
 poca 3008   train loss: 0.1091   val loss: 0.1150
 poca 3009   train loss: 0.0950   val loss: 0.1150
 poca 3010   train loss: 0.1215   val loss: 0.1150
 poca 3011   train loss: 0.0976   val loss: 0.1150
 poca 3012   train loss: 0.0896   val loss: 0.1149
 poca 3013   train loss: 0.0496   val loss: 0.1149
 poca 3014   train loss: 0.1349   val loss: 0.1149
 poca 3015   train loss: 0.1031   val loss: 0.1149
 poca 3016   train loss: 0.1204   val loss: 0.1149
 poca 3017   train loss: 0.1416   val loss: 0.1149
 poca 3018   train loss: 0.0917   val loss: 0.1149
 poca 3019   train loss: 0.1188   val loss: 0.1149
 poca 3020   train loss: 0.1118   val loss: 0.1149
 poca 3021   train loss: 0.0772   val loss: 0.1149
 poca 3022   train loss: 0.1444   val loss: 0.1149
 poca 3023   train loss: 0.1408   val loss: 0.1149
 poca 3024   train loss: 0.1131   val loss: 0.1149
 poca 3025   train loss: 0.1519   val loss: 0.1149
 poca 3026   train loss: 0.0802   val loss: 0.1149
 poca 3027   train loss: 0.1358   val loss: 0.1149
 poca 3028   train loss: 0.1232   val loss: 0.1149
 poca 3029   train loss: 0.0846   val loss: 0.1149
 poca 3030   train loss: 0.0984   val loss: 0.1149
 poca 3031   train loss: 0.1323   val loss: 0.1149
 poca 3032   train loss: 0.1068   val loss: 0.1149
 poca 3033   train loss: 0.1408   val loss: 0.1149
 poca 3034   train loss: 0.1129   val loss: 0.1148
 poca 3035   train loss: 0.1630   val loss: 0.1148
 poca 3036   train loss: 0.0712   val loss: 0.1148
 poca 3037   train loss: 0.1009   val loss: 0.1148
 poca 3038   train loss: 0.1169   val loss: 0.1148
 poca 3039   train loss: 0.1341   val loss: 0.1148
 poca 3040   train loss: 0.1304   val loss: 0.1148
 poca 3041   train loss: 0.1547   val loss: 0.1148
Test Loss: 0.1266, Percentatje d'encert: 82.5000%
Comen ant entrenament de la xarxa.
Neurones d'entrada: 2
Neurones de capes ocultes: 4
Capes ocultes: 1
Neurones de sortida: 1
Taxa d'aprenentatge: 0.001
Deca ment de pesos: 1e-05
Funci  de p rdua: Mean Squared Error Loss
Optimitzador: Adam
 poques: 1000
 poca 01   train loss: 0.2269   val loss: 0.1967
 poca 02   train loss: 0.2164   val loss: 0.1927
 poca 03   train loss: 0.1524   val loss: 0.1900
 poca 04   train loss: 0.1743   val loss: 0.1866
 poca 05   train loss: 0.2047   val loss: 0.1840
 poca 06   train loss: 0.2016   val loss: 0.1813
 poca 07   train loss: 0.1700   val loss: 0.1780
 poca 08   train loss: 0.1782   val loss: 0.1753
 poca 09   train loss: 0.2080   val loss: 0.1732
 poca 10   train loss: 0.2157   val loss: 0.1701
 poca 11   train loss: 0.1525   val loss: 0.1679
 poca 12   train loss: 0.2121   val loss: 0.1657
 poca 13   train loss: 0.1435   val loss: 0.1635
 poca 14   train loss: 0.1896   val loss: 0.1599
 poca 15   train loss: 0.1634   val loss: 0.1549
 poca 16   train loss: 0.1578   val loss: 0.1505
 poca 17   train loss: 0.1442   val loss: 0.1452
 poca 18   train loss: 0.1695   val loss: 0.1405
 poca 19   train loss: 0.1228   val loss: 0.1348
 poca 20   train loss: 0.1436   val loss: 0.1300
 poca 21   train loss: 0.1098   val loss: 0.1249
 poca 22   train loss: 0.1299   val loss: 0.1206
 poca 23   train loss: 0.1340   val loss: 0.1171
 poca 24   train loss: 0.0835   val loss: 0.1141
 poca 25   train loss: 0.1204   val loss: 0.1108
 poca 26   train loss: 0.1180   val loss: 0.1080
 poca 27   train loss: 0.1332   val loss: 0.1057
 poca 28   train loss: 0.1164   val loss: 0.1037
 poca 29   train loss: 0.1140   val loss: 0.1018
 poca 30   train loss: 0.1670   val loss: 0.1000
 poca 31   train loss: 0.1297   val loss: 0.0985
 poca 32   train loss: 0.1356   val loss: 0.0974
 poca 33   train loss: 0.1289   val loss: 0.0957
 poca 34   train loss: 0.0984   val loss: 0.0948
 poca 35   train loss: 0.0930   val loss: 0.0932
 poca 36   train loss: 0.0796   val loss: 0.0925
 poca 37   train loss: 0.1247   val loss: 0.0915
 poca 38   train loss: 0.1209   val loss: 0.0906
 poca 39   train loss: 0.1089   val loss: 0.0901
 poca 40   train loss: 0.0861   val loss: 0.0890
 poca 41   train loss: 0.0531   val loss: 0.0882
 poca 42   train loss: 0.0689   val loss: 0.0879
 poca 43   train loss: 0.1605   val loss: 0.0871
 poca 44   train loss: 0.1327   val loss: 0.0866
 poca 45   train loss: 0.1022   val loss: 0.0861
 poca 46   train loss: 0.0790   val loss: 0.0856
 poca 47   train loss: 0.1005   val loss: 0.0852
 poca 48   train loss: 0.1305   val loss: 0.0848
 poca 49   train loss: 0.0826   val loss: 0.0846
 poca 50   train loss: 0.0631   val loss: 0.0849
 poca 51   train loss: 0.0585   val loss: 0.0842
 poca 52   train loss: 0.1122   val loss: 0.0834
 poca 53   train loss: 0.0885   val loss: 0.0834
 poca 54   train loss: 0.0805   val loss: 0.0830
 poca 55   train loss: 0.1023   val loss: 0.0828
 poca 56   train loss: 0.0678   val loss: 0.0827
 poca 57   train loss: 0.1092   val loss: 0.0825
 poca 58   train loss: 0.0787   val loss: 0.0827
 poca 59   train loss: 0.0888   val loss: 0.0825
 poca 60   train loss: 0.0908   val loss: 0.0821
 poca 61   train loss: 0.0753   val loss: 0.0819
 poca 62   train loss: 0.0875   val loss: 0.0818
 poca 63   train loss: 0.0585   val loss: 0.0819
 poca 64   train loss: 0.0644   val loss: 0.0820
 poca 65   train loss: 0.0750   val loss: 0.0816
 poca 66   train loss: 0.0846   val loss: 0.0816
 poca 67   train loss: 0.0699   val loss: 0.0820
 poca 68   train loss: 0.0403   val loss: 0.0815
 poca 69   train loss: 0.1239   val loss: 0.0822
 poca 70   train loss: 0.0832   val loss: 0.0818
 poca 71   train loss: 0.0757   val loss: 0.0819
 poca 72   train loss: 0.0884   val loss: 0.0818
 poca 73   train loss: 0.0719   val loss: 0.0817
 poca 74   train loss: 0.1408   val loss: 0.0814
 poca 75   train loss: 0.0593   val loss: 0.0814
 poca 76   train loss: 0.0787   val loss: 0.0817
 poca 77   train loss: 0.1153   val loss: 0.0811
 poca 78   train loss: 0.0552   val loss: 0.0813
 poca 79   train loss: 0.1005   val loss: 0.0810
 poca 80   train loss: 0.1072   val loss: 0.0811
 poca 81   train loss: 0.0836   val loss: 0.0809
 poca 82   train loss: 0.0897   val loss: 0.0809
 poca 83   train loss: 0.0693   val loss: 0.0809
 poca 84   train loss: 0.0721   val loss: 0.0809
 poca 85   train loss: 0.0724   val loss: 0.0811
 poca 86   train loss: 0.0401   val loss: 0.0812
 poca 87   train loss: 0.0757   val loss: 0.0807
 poca 88   train loss: 0.1085   val loss: 0.0803
 poca 89   train loss: 0.0681   val loss: 0.0806
 poca 90   train loss: 0.0361   val loss: 0.0796
 poca 91   train loss: 0.0552   val loss: 0.0788
 poca 92   train loss: 0.0723   val loss: 0.0784
 poca 93   train loss: 0.0475   val loss: 0.0780
 poca 94   train loss: 0.0314   val loss: 0.0780
 poca 95   train loss: 0.0647   val loss: 0.0770
 poca 96   train loss: 0.1215   val loss: 0.0766
 poca 97   train loss: 0.1755   val loss: 0.0760
 poca 98   train loss: 0.0668   val loss: 0.0759
 poca 99   train loss: 0.0842   val loss: 0.0755
 poca 100   train loss: 0.0894   val loss: 0.0753
 poca 101   train loss: 0.1009   val loss: 0.0742
 poca 102   train loss: 0.0701   val loss: 0.0738
 poca 103   train loss: 0.0486   val loss: 0.0734
 poca 104   train loss: 0.0695   val loss: 0.0729
 poca 105   train loss: 0.0519   val loss: 0.0727
 poca 106   train loss: 0.0727   val loss: 0.0722
 poca 107   train loss: 0.0711   val loss: 0.0722
 poca 108   train loss: 0.0959   val loss: 0.0715
 poca 109   train loss: 0.0707   val loss: 0.0718
 poca 110   train loss: 0.0621   val loss: 0.0710
 poca 111   train loss: 0.1129   val loss: 0.0710
 poca 112   train loss: 0.0830   val loss: 0.0705
 poca 113   train loss: 0.0412   val loss: 0.0700
 poca 114   train loss: 0.0554   val loss: 0.0703
 poca 115   train loss: 0.0511   val loss: 0.0695
 poca 116   train loss: 0.0709   val loss: 0.0695
 poca 117   train loss: 0.1046   val loss: 0.0689
 poca 118   train loss: 0.0550   val loss: 0.0695
 poca 119   train loss: 0.0481   val loss: 0.0689
 poca 120   train loss: 0.0629   val loss: 0.0682
 poca 121   train loss: 0.0750   val loss: 0.0679
 poca 122   train loss: 0.0481   val loss: 0.0675
 poca 123   train loss: 0.0597   val loss: 0.0672
 poca 124   train loss: 0.1575   val loss: 0.0674
